id,type,text1,text2,text3,notes
missp_path_starliner,SHIP,"Pathers desperately needed line combat ships. Everpresent husks of old and destroyed ships laying in the scrapyards of the sector were answer to the Pather call. This ship, among many others, is salvaged hull with most of its ""unnecessary"" systems, such as most of life support, removed, energy weapons stripped and where possible added hammer torpedoes fittings, is core of the Pather battle formations. 

A passenger liner from a more civilized age, the Huan-Gogel 440 ""Starliner"" was built to travel between the systems of the Domain in speed and comfort. The Starliner features private first-class cabins, two classes of food service, a zero-G theatre, and even a small landing/launch bay for exclusive use by executive-class passengers. (Being a civilian ship there are, of course, no facilities for fighter repair and rearmament).

Pather ""upgrades"" feature hangar with 3 chip slots and civilian grade nanoforges. This makes Panther Starliner main Luddic Path carrier. Guard it well.",,,
missp_path_tarsus,SHIP,"Pathers desperately needed line combat ships. Everpresent husks of old and destroyed ships laying in the scrapyards of the sector were answer to the Pather call. This ship, among many others, is salvaged hull with most of its ""unnecessary"" systems, such as most of life support, removed, energy weapons stripped and where possible added hammer torpedoes fittings, is core of the Pather battle formations. 

Tarsus-class ships are well known as perhaps the most flexible and durable freighters in the Sector. 

The secret to their reliability is that they were intended by Domain designers as hazard duty ships, presumably to supply frontiers and those front line fleets send to quash the ever-present rumbling of insurrection on the far reaches of the Domain.

Almost unmatched among civilian ships in bulkhead structural density and armor rating, Tarsus-class freighters are entrusted with important hauls and usually travel in convoys, a further buttress to the safety they afford to their crew and cargo.

Minimal weapon mounts permit the ship to mount a nominal PD weapons package. Rarely, Tarsus-class ships are outfitted with combat oriented hull or armor boosting modifications, which make them more difficult to maintain.",,,
missp_path_venture,SHIP,"Pathers desperately needed line combat ships. Everpresent husks of old and destroyed ships laying in the scrapyards of the sector were answer to the Pather call. This ship, among many others, is salvaged hull with most of its ""unnecessary"" systems, such as most of life support, removed, energy weapons stripped and where possible added hammer torpedoes fittings, is core of the Pather battle formations. 

Tough, dependable and not overly expensive, Venture-class cruisers are usually constructed by private corporations for escort duty or by small non-aligned worlds for system defense.

The Venture-class ships are perhaps the most widely used civilian cruisers in the Sector. The blueprints for the Venture are widely available and can often be secured without too much trouble. 

When used by small corporations, the ship is usually the pride of the fleet and is used to underpin vital operations. Due to its ubiquity, the vessel also serves with quite a few pirate outfits, where it sometimes fills the role of command ship.",,,
missp_path_wolf,SHIP,"Pathers desperately needed line combat ships. Everpresent husks of old and destroyed ships laying in the scrapyards of the sector were answer to the Pather call. This ship, among many others, is salvaged hull with most of its ""unnecessary"" systems, such as most of life support, removed, energy weapons stripped and where possible added hammer torpedoes fittings, is core of the Pather battle formations. 

A technologically advanced frigate with an efficient shield generator and an impressive weapons package that allows it to punch far above its weight. These same characteristics mean its frigate-grade power core struggles to keep up, making careful flux management a priority.

Pather modifications removed its jump ability.",,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
