id,type,text1,text2,text3,notes
planet_garnir_mayasura,CUSTOM,"The thick, icy crust of this world is fed by cryovolcanoes that dot the surface. These frozen wastes are scored by mass-driver gantries from a time when the volatile elements of this world were extracted on a massive scale to feed terraforming efforts elsewhere in-system. Now these same frozen wastes fund the operation in feeding the revived terraforming efforts of Mairaath once more.",,,
planet_mairaath_mayasura,CUSTOM,"Mairaath was devastated by a coordinated Luddic Path operation in cycle 82 which turned its awesome orbital station-cities into weapons thrown against the fantastically terraformed surface. What remains is a charred yet unbroken, the carefully nurtured weather patterns of the great Mayasuran terraforming cabal transformed into nightmarish storms that circle the globe, forever stirring the ashes of a murdered world. Not all hope is lost however, the Mayasurans still cling on awaiting for a prophecy in helping to reclaim their former glory.",,"Even after its apocalyptic ruin, the Mayasurans still clings to the surface of Mairaath, huddled in the broken shells of its great cities brought low, blasted by unending storms. The last remnant of the Mayasurans sparks a brand new comeback. They rise from the ashes once more and yearn for a restoration of their former glory.",
station_tse_enterprise_mayasura,CUSTOM,"A center of mercenary recruitment for the Mayasuran Navy and a commercial interface with unsavory elements. Mayasurans took over the station recently from Tri-Tachyon. Populated mostly by veterans, retired pirates, radicals, and refugees, it is rumored that cargo containers have their IDs wiped and re-tagged, but the Mayasurans has made sure to put an end to these rumors. The cocktail bar ""Level 25"" enjoys a reputation for having the best drinks in the local volume.",,,
mairaath_station2_mayasura,CUSTOM,"Formerly one of the three astropoli of Mairaath, this station was rammed by a Prometheus-class fuel carrier and torn from orbit on a trail of fusion fire and radioactive dust. It used to be a pirate haven until the Mayasuran had recently taken over power and now uses the astropoli as a watch post for hostile threats despite its alarmingly hot radiation scans that decrease sensor effectiveness.",,,
,,,,,
MSS_Viper,SHIP,"The Viper-Class fighter is a Mayasuran fighter capable of turning the most brazen rookie into a deadly ace. Featuring quad laser cannons on its wingtips, its supplemented by the Vipers strong shield generator and armor.",,,
MSS_LaserCannon,WEAPON,"A power hungry energy weapon, the Ultraviolet Pulse Laser is capable of turning even the heaviest armor into molten steel.",,,
MSS_LargeLaserCannon,WEAPON,The rotary version of the Ultraviolet Pulse Laser. It has been adapted to a large chassis capable of rapidly firing energy bolts.,,,
MSS_LargeLaserCannon_scaramouche,WEAPON,"The rotary version of the Ultraviolet Pulse Laser. It has been adapted to a large chassis capable of rapidly firing energy bolts. Modified to shoot faster, this version is extremely flux heavy.",,,
MSS_Javanicus_B_Warhawk,SHIP,"This Javanicus has been modified by the Stormhawk Republic, converting the regular extra large bay meant for the Perryi-class into a Battlecarrier capable of housing a trio of wings. 

The Javanicus is one of Mayasura's defensive battlecruisers. Sporting a heavy broadside and ballistic armament, the Javanicus can put astounding amounts of lead down the field at a moment's notice. With a highly-advanced autofactory and refit bays located within the central deck, an extra large space is dedicated to the Perryi-class corvette.",,,
MSS_attitude,SHIP_SYSTEM,Engages extra thrusters to greatly improve the ship's maneuverability. Also provides a slight boost to the ship's top speed.,Movement,Provides a brief boost to maneuverability and top speed.,
MSS_phasegateway,SHIP_SYSTEM,Teleports fighters to directed point within 800su range.,Utility,Teleports fighters to directed point.,
MSS_Shikra,SHIP,"A 3rd generation Mayasuran Warship, the Shikra is a more traditional type of carrier than the combat focused Stingray. Featuring enhanced targeting feed systems, Mayasuran Aces love the ample space within the hangar and comfortable barracks hidden beneath the armored hull.",,,
MSS_Scaramouche,SHIP,"A lethal design straight out of the Mayasurian Naval Bureau, the Scaramouche is an effective deterrent and interdiction vessel. 

Originally as an orbital bombardment vessel, the hull went through several redesigns until it fit the needs of the fleet. Now sporting a pair of Heavy Ion Lances permanently baked into the production chip, the excess reactor power was instead devoted to overcharging the engines to allow for brief bursts of extreme speed.

Astute captains will keep this ship on a tight leash in smaller engagements, lest their pilots pull too far from the fleet and kinetic support to survive.",,,
MSS_Scaramouche_HVB,SHIP,"This Scaramouche is part of a special ops brigade; outfitted with twin Heavy Ultraviolet Pulse Lasers, its firepower has been drastically increased.

A lethal design straight out of the Mayasurian Naval Bureau, the Scaramouche is an effective deterrent and interdiction vessel. 

Originally created as an orbital bombardment vessel, the hull went through several redesigns until it fit the needs of the fleet. Now sporting a pair of Heavy Ion Lances permanently baked into the production chip, the excess reactor power was instead devoted to overcharging the engines to allow for brief bursts of extreme speed.

Astute captains will keep this ship on a tight leash in smaller engagements, lest their pilots pull too far from the fleet and kinetic support to survive.",,,
MSS_Loyalist,SHIP,"Designed as an ideal lead ship for frigate groups, the Loyalist is an aggressively armed frigate that can play as both a command vessel and a withering assault ship. While massing as much as a destroyer, its lack of heavy mounts and lighter armor keep it tentatively in the frigate category. Mayasurian doctrine places the Loyalist in a similar position to the much larger Patriot, both often hosting the more eccentric commanders of their navy. 

Captains who pilot these vessels are known for being either irredeemable hotheads or cold, calculated strategists. Either way, the ability to actively drop component safeties and redline systems on a dime is highly valued by captains, and the extra strain on internals is considered a worthy sacrifice. Mechanics, on the other hand, loathe the overrides. Many battles that were won through heroics were then lost after a thorough berating of the officers by flummoxed maintenance crews. ",,,
MSS_National,SHIP,"Slinging both an impressive battery of three large energy turrets and a reactive overrides system, the National-class is considered the peak of aggressive flagship design for the Mayasurian navy. Coming from a similar design mindset to the popular Patriot and Loyalist lines, the National continues their signature active approach to space command. The lack of maneuverability compared its smaller brethren leaves it far more vulnerable to ambushes and flanks though, however with a flip of a switch the National is able to overdrive itself at a rapid cost to its deployment time. 

Early public documents list several iterations of a prototype which was developed as an artillery piece, but concerns about the hull being able to withstand constant use of all three turrets saw a complete gutting of the project. The success of the Patriot inspired a shipwright to produce a fresh redesign, which was readily approved and tweaked to current standards before being laid down.",,,
MSS_safeties,SHIP_SYSTEM,Toggles Safety Overrides. Increases ships top speed in combat by 50 and allows the zero-flux engine boost to take effect regardless of flux level. Flux dissipation rate increased by 200%. Peak performance degradation increased by 300%. No active venting and weapon range drastically reduced past 450su.,,,
MSS_safetiesCapital,SHIP_SYSTEM,Toggles Safety Overrides. Increases ships top speed in combat by 10 and allows the zero-flux engine boost to take effect regardless of flux level. Flux dissipation rate increased by 200%. Peak performance degradation increased by 300%. No active venting and weapon range drastically reduced past 600su.,,,
MSS_Gyrfalcon,SHIP,"The Gyrfalcon is a thorough retooling of the ever-beloved Falcon-class Cruiser, swapping forward firepower and its slim frame to instead make it a highly capable broadsider. The expanded missile handling capabilities further enhance Mayasuran doctrine, helping to round out their pickings for combat-capable cruisers. 

After the Battle for Mairaath, the Admiralty decided to refit and upgrade many existing hulls in order to cover the largest shortcomings of their prior fleets. While the original Falcon is ideal for long-range gunlines and harassment, it falters due to its lack of missiles and vulnerability to being surrounded. By concentrating its firepower in the sides rather then the front and giving it the flux grid to keep up, shipwrights figured that it would make being outnumbered an almost tantalizing prospect. 

In practice however, few captains possess the coordination to properly manage a dual assault, so it finds more use as a broadside gunship. Gunnery officers adore the wide firing arcs, mechanics loathe the repairs to armor that result from a side-on attack.",,,
MSS_thumper,WEAPON,The Iruiru Plasma Grenade Launcher utilizes energy capacitors to charge up its high explosive payload. ,Area Denial,,
MSS_plasmabomb,WEAPON,"Costing over 10000 credits per bomb, the plasma bomb launchers attached to the Mako (M) are capable of ruinous destruction. With cues taken from the Ferox, Mayasura is famous for its plasma bombers.",Strike,,
MSS_Skyrend_Elite,SHIP,"One of the rarest Battlecruisers in the sector, the Mayasurans collaborated with Red Monarch Starworks to create a faster and highly lethal assassin. Sporting baked in infernium boosters and twin missile mounts, this variant oozes with its full forward firepower.

The Skybreak-class battlecruiser is a technologically-advanced warship investing heavily in frontal firepower. Inspired by the Sunder-class destroyer, the Skybreak was initially developed by Red Monarch Starworks as a cruiser, meant to shore up some of the weaknesses of the Sunder-class. As more and more weaknesses were ""solved"", the project's scope rapidly crept out of control, resulting in an expansive list of features which could only fit in a capital-scale hull. Overall, the project culminated in a surprisingly nimble, heavily armed, and powerful ship capable of delivering exceptional firepower against any who would oppose it.

However, these strengths would come with a cost. Maintaining the Skybreak's high speed within its size category would require reducing its armor to a relatively frail shell. The weapon overcharge system became mutually exclusive to more efficient and flexible shielding systems. Extensive and expensive automation had to be integrated in nearly every facet the ship's operation in order to offset the extended crew requirements of two hangar bays. Perhaps most damning of all, scope creep and compromise after compromise in the Skybreak's development would lead to the project budget being extended far beyond its limits. While the Skybreak-class has since proven itself, in its time the class's high unit cost and unproven status led to a limited inventory being adopted.

The few ships of this class which have made their way into the Persean sector have nonetheless performed admirably under pressure. Production of the hulls is still limited, but those few which circulate are coveted as truly fearsome battlecruisers.",,,
